Student_ID,Gender,Age,Department,Year,Attendance_Percentage,Study_Hours_Per_Day,Internet_Usage_Hours,Assignments_Completed,Sports_Participation,Hostel_Resident,Family_Income_Level,Exam_Score,CGPA
STU10296,Female,21,EEE,3,72.7,3.5,5.6,6,No,Yes,Medium,74.6,7.93
STU10297,Male,21,EEE,1,88.8,3.2,1.0,8,No,No,Low,85.4,8.33
STU10298,Male,18,ECE,1,81.5,6.5,6.9,5,Yes,Yes,Low,85.0,8.21
STU10299,Female,21,EEE,3,93.6,2.3,4.5,3,No,Yes,High,85.8,8.16
STU10300,Male,20,ME,2,79.4,1.0,5.7,6,No,Yes,Low,77.0,7.83
STU10301,Male,17,ECE,4,73.5,5.2,1.4,6,No,Yes,Medium,85.8,7.95
STU10302,Male,19,ME,2,82.7,2.4,5.4,3,No,No,Medium,70.5,7.0
STU10303,Female,17,ECE,4,75.5,3.4,0.7,1,No,No,High,80.2,7.96
STU10304,Female,21,EEE,1,73.8,2.5,2.1,10,Yes,No,Medium,97.4,9.48
STU10305,Male,20,ME,1,88.3,4.6,4.5,8,No,No,Medium,97.5,9.86
STU10306,Female,23,ME,1,98.3,1.4,3.4,7,Yes,Yes,Medium,78.6,7.63
STU10307,Female,21,ME,4,77.5,0.5,4.1,4,No,No,Medium,52.9,5.43
STU10308,Female,20,ECE,1,70.3,5.4,7.9,4,No,No,Medium,86.5,8.38
STU10309,Female,18,CE,1,78.5,3.9,4.0,0,Yes,No,High,66.1,6.24
STU10310,Female,20,EEE,1,85.1,5.1,5.4,10,No,No,Medium,93.2,9.45
STU10311,Male,18,ME,1,82.6,5.4,3.9,8,No,Yes,Medium,100.0,10.0
STU10312,Female,24,BBA,2,91.9,2.1,3.8,10,No,No,High,87.9,10.0
STU10313,Male,19,CE,1,86.7,3.6,2.0,9,Yes,No,Medium,94.5,9.28
STU10314,Male,25,BBA,1,69.0,4.3,4.7,10,No,No,Low,98.6,10.0
STU10315,Female,20,EEE,2,75.1,3.3,9.1,7,No,Yes,Low,84.1,8.19
STU10316,Male,22,EEE,2,66.2,3.0,4.2,4,Yes,No,High,76.8,8.06
STU10317,Male,21,ME,4,91.4,3.2,3.5,9,No,Yes,Medium,92.4,9.89
STU10318,Male,17,ME,3,60.1,5.1,6.3,5,No,Yes,Medium,84.1,8.47
STU10319,Female,25,ECE,1,67.2,3.1,6.0,9,No,Yes,Medium,89.1,9.27
STU10320,Female,17,CE,1,74.9,4.4,4.9,10,Yes,Yes,Medium,96.3,9.85
STU10321,Male,24,CE,1,85.6,4.0,3.4,9,Yes,No,Medium,95.8,9.59
STU10322,Female,25,ME,4,74.8,2.1,6.3,7,No,Yes,Medium,79.5,7.74
STU10323,Female,25,EEE,1,76.3,4.0,4.2,5,No,Yes,Medium,100.0,9.82
STU10324,Female,17,ME,3,76.5,1.2,5.8,9,No,Yes,Low,87.2,8.06
STU10325,Female,18,EEE,2,81.7,4.1,2.4,3,Yes,Yes,High,89.0,9.42
STU10326,Male,17,EEE,4,67.8,4.8,2.8,2,Yes,No,High,85.3,9.47
STU10327,Male,18,ME,2,70.5,5.2,4.2,6,No,Yes,Medium,95.5,8.85
STU10328,Female,24,CSE,1,96.8,2.1,1.5,1,No,Yes,Medium,69.6,7.48
STU10329,Female,21,CE,1,84.0,2.7,3.3,6,Yes,No,Medium,91.3,9.11
STU10330,Male,23,BBA,1,87.6,3.9,1.4,0,No,Yes,High,79.7,7.65
STU10331,Male,18,EEE,3,80.6,2.8,0.9,9,Yes,Yes,Medium,92.8,9.35
STU10332,Female,24,EEE,3,78.6,0.6,8.9,4,Yes,No,High,64.4,6.04
STU10333,Male,22,CSE,4,84.6,2.7,2.8,8,Yes,No,Medium,79.5,8.07
STU10334,Female,24,BBA,2,87.3,3.9,3.0,0,No,No,Medium,86.0,8.45
STU10335,Female,17,ECE,1,88.5,5.1,4.2,7,No,No,Medium,98.2,9.65
STU10336,Male,17,CSE,1,78.7,6.0,1.9,8,Yes,No,Medium,97.9,10.0
STU10337,Male,23,BBA,1,89.6,3.7,3.0,8,No,Yes,Medium,95.2,8.65
STU10338,Female,24,CSE,1,55.3,4.3,7.7,7,Yes,No,Medium,85.7,8.29
STU10339,Female,19,EEE,3,88.9,4.9,4.7,3,No,No,Medium,100.0,9.01
STU10340,Male,21,CE,2,75.7,0.5,6.0,6,No,No,Medium,66.8,6.75
STU10341,Female,17,CSE,2,85.5,2.0,7.1,0,Yes,No,Low,70.7,6.82
STU10342,Male,23,ECE,4,73.5,3.7,4.4,6,Yes,No,Medium,93.9,9.03
STU10343,Female,21,ME,3,66.7,5.8,3.6,5,No,No,Low,97.6,9.9
STU10344,Male,24,BBA,1,83.4,4.4,1.1,4,No,No,High,91.0,9.41
STU10345,Male,24,CSE,2,65.0,4.0,3.2,0,Yes,No,Medium,68.9,7.48
STU10346,Male,25,CSE,2,76.0,3.2,3.7,7,No,No,Medium,86.1,10.0
STU10347,Female,23,ECE,3,71.9,4.1,2.4,9,No,No,Medium,96.6,9.38
STU10348,Female,17,CE,4,78.2,2.6,7.1,0,No,Yes,Low,70.0,6.66
STU10349,Male,19,CSE,4,88.0,2.3,6.2,0,Yes,Yes,Medium,81.0,8.1
STU10350,Female,24,CSE,1,75.1,2.5,6.0,2,No,Yes,High,70.2,7.06
STU10351,Male,19,CE,4,83.1,5.5,3.8,7,No,Yes,Low,98.4,10.0
STU10352,Male,24,ECE,2,87.4,2.2,1.9,7,No,Yes,Medium,100.0,10.0
STU10353,Female,17,BBA,4,73.9,2.9,6.7,6,No,No,Medium,87.9,8.32
STU10354,Female,21,BBA,1,74.1,4.2,4.7,4,Yes,No,Low,76.1,7.11
STU10355,Male,20,CSE,2,93.7,2.2,5.5,7,No,Yes,High,87.7,9.11
STU10356,Female,21,CE,4,79.2,3.8,5.2,1,Yes,No,Medium,83.2,8.22
STU10357,Female,24,CSE,4,85.1,3.8,4.6,7,Yes,Yes,Medium,83.6,9.07
STU10358,Male,20,ME,3,85.0,2.6,8.0,10,No,No,Low,87.6,9.02
STU10359,Male,20,BBA,1,68.0,3.1,2.7,1,No,Yes,Low,61.6,5.64
STU10360,Female,19,EEE,4,72.4,2.1,3.4,9,Yes,No,Low,85.3,7.94
STU10361,Male,23,ME,3,83.8,5.6,7.3,4,No,No,Medium,79.8,8.15
STU10362,Male,19,CSE,2,59.3,3.9,4.2,10,Yes,Yes,Medium,85.1,8.34
STU10363,Female,19,ECE,3,77.9,1.9,3.7,3,Yes,No,Low,60.0,6.57
STU10364,Male,21,BBA,3,71.3,3.7,3.5,0,Yes,No,High,75.4,7.71
STU10365,Male,21,EEE,4,91.1,3.8,5.4,4,No,Yes,Medium,82.5,8.41
STU10366,Female,22,ME,4,83.5,0.5,3.5,6,No,No,Low,74.4,6.83
STU10367,Female,24,BBA,4,91.9,5.5,3.3,0,Yes,No,Low,71.2,6.88
STU10368,Male,22,CE,3,79.6,2.0,5.3,1,No,Yes,Low,61.7,6.15
STU10369,Male,17,ECE,2,78.9,6.6,4.2,8,No,Yes,Low,100.0,9.06
STU10370,Female,24,ME,1,77.0,4.7,2.0,4,No,No,Medium,77.7,8.08
STU10371,Female,24,CE,3,75.0,1.8,4.1,6,Yes,No,High,84.2,8.85
STU10372,Female,25,CSE,4,100.0,3.0,6.8,1,No,Yes,High,75.8,7.32
STU10373,Female,25,CE,1,88.1,4.9,5.5,6,No,No,High,87.4,9.37
STU10374,Male,18,ME,2,69.3,3.1,7.0,6,Yes,Yes,Medium,75.2,8.13
STU10375,Female,18,ME,1,100.0,5.3,2.5,6,Yes,No,Medium,100.0,10.0
STU10376,Female,19,CSE,4,76.0,2.9,6.1,4,No,No,High,95.3,9.5
STU10377,Male,17,CE,3,83.2,3.4,2.7,8,Yes,No,Medium,100.0,10.0
STU10378,Female,20,CE,3,89.4,4.9,1.5,1,No,No,Medium,73.7,6.62
STU10379,Male,20,CSE,4,64.6,4.4,2.4,3,Yes,No,Medium,86.3,8.67
STU10380,Female,25,CE,3,71.7,2.1,4.3,1,No,Yes,Medium,80.2,7.6
STU10381,Female,25,BBA,4,96.5,4.2,6.1,7,Yes,No,Medium,84.3,8.1
STU10382,Female,25,CSE,3,77.8,3.8,4.6,10,No,Yes,High,89.6,9.18
STU10383,Male,23,ECE,3,90.0,2.1,3.7,0,No,No,Low,70.8,6.68
STU10384,Male,18,ME,3,75.5,1.4,1.9,8,No,No,Low,78.4,7.07
STU10385,Female,21,ECE,2,79.0,0.6,5.4,4,Yes,No,Medium,55.7,6.68
STU10386,Male,20,BBA,2,97.9,3.1,5.9,10,No,No,Low,100.0,9.7
STU10387,Male,24,BBA,4,84.4,3.4,4.6,2,No,No,Medium,81.4,7.72
STU10388,Male,18,EEE,2,76.6,4.3,1.9,10,No,No,Medium,100.0,10.0
STU10389,Male,22,EEE,4,73.2,4.7,5.6,3,Yes,Yes,Medium,88.4,8.54
STU10390,Male,21,EEE,1,74.1,2.9,6.5,0,No,Yes,Medium,73.5,6.72
STU10391,Male,18,CSE,1,92.4,3.4,7.1,2,No,No,Medium,79.7,7.51
STU10392,Female,17,CE,2,87.7,2.4,3.1,10,Yes,No,Medium,99.2,9.7
STU10393,Female,24,BBA,1,68.5,3.6,4.9,7,Yes,No,Medium,75.1,6.97
STU10394,Male,18,ECE,1,80.9,5.0,2.9,1,Yes,No,Low,74.4,7.02
STU10395,Female,23,ECE,3,79.3,3.7,2.2,1,Yes,No,Medium,85.1,8.29
STU10396,Female,25,ECE,3,83.2,5.2,7.2,8,No,No,Medium,96.4,10.0
STU10397,Female,25,ECE,4,74.0,4.9,5.1,4,No,No,Medium,80.0,9.04
STU10398,Female,24,EEE,1,91.0,5.7,6.6,4,Yes,Yes,Low,100.0,10.0
STU10399,Male,25,ECE,4,80.0,3.7,1.6,0,No,No,Medium,79.9,7.88
STU10400,Female,18,CE,4,83.7,2.7,4.6,5,No,No,Medium,64.3,5.72
STU10401,Female,22,EEE,1,72.2,4.4,5.0,7,Yes,Yes,Low,95.9,9.94
STU10402,Male,20,ECE,2,72.7,2.9,2.3,5,No,No,Medium,74.0,6.89
STU10403,Male,20,CSE,1,100.0,4.4,7.0,6,Yes,No,High,97.9,9.61
STU10404,Female,21,ME,3,98.0,2.5,3.5,3,No,No,Medium,77.5,8.56
STU10405,Female,19,ME,1,79.3,2.3,4.9,1,Yes,No,Low,74.3,8.28
STU10406,Female,17,ME,2,95.3,5.3,2.9,0,No,No,Low,85.5,8.64
STU10407,Female,24,EEE,4,92.1,2.0,1.6,5,Yes,No,Low,68.4,7.45
STU10408,Female,21,ECE,4,73.7,5.0,5.8,8,No,Yes,Low,82.9,8.89
STU10409,Female,19,BBA,3,72.8,4.4,4.8,9,No,No,Medium,83.8,8.71
STU10410,Male,23,BBA,3,86.7,3.6,4.5,4,Yes,No,Low,74.4,7.3
STU10411,Female,23,BBA,3,82.6,0.7,3.4,1,Yes,No,Medium,65.5,6.27
STU10412,Female,17,EEE,4,76.0,5.7,4.7,0,Yes,No,Low,91.4,9.16
STU10413,Male,25,CE,3,87.2,2.1,6.5,2,No,No,Low,69.4,6.3
STU10414,Male,18,CSE,1,65.6,4.9,2.6,3,Yes,No,Low,76.5,7.41
STU10415,Male,21,CSE,4,81.2,2.5,5.1,6,No,No,Low,81.0,8.4
STU10416,Male,21,ME,2,67.6,2.3,4.4,8,Yes,Yes,Low,65.2,6.21
STU10417,Female,24,ME,4,67.9,4.5,3.6,7,Yes,No,Medium,95.0,10.0
STU10418,Female,24,BBA,1,72.9,4.3,0.7,8,Yes,No,Medium,91.5,9.27
STU10419,Female,23,BBA,1,83.6,1.8,4.0,6,Yes,No,Low,78.3,8.22
STU10420,Female,23,ME,3,73.2,5.7,5.3,9,No,No,Medium,96.8,9.57
STU10421,Female,22,ECE,4,67.8,3.2,4.6,7,Yes,No,Low,78.6,8.18
STU10422,Female,22,CE,4,84.8,3.6,1.1,7,No,No,Low,75.8,7.02
STU10423,Male,25,CE,4,94.9,3.1,6.5,0,No,No,High,81.4,8.35
STU10424,Female,22,CE,2,86.4,1.8,7.3,8,Yes,No,High,72.2,7.48
STU10425,Male,18,CE,3,98.0,4.6,3.8,1,No,No,High,78.8,8.52
STU10426,Male,18,ME,1,94.1,3.9,8.6,10,No,No,Low,90.7,8.07
STU10427,Female,21,CSE,1,75.1,2.3,2.3,6,No,No,High,85.2,8.18
STU10428,Male,20,ME,3,86.3,4.9,1.5,9,Yes,No,Medium,95.1,8.62
STU10429,Female,18,CE,1,79.1,3.6,2.0,9,Yes,No,Medium,99.5,9.53
STU10430,Male,19,ME,1,90.6,3.6,4.5,4,Yes,Yes,High,88.8,8.83
STU10431,Female,23,CE,3,79.1,6.2,0.5,3,No,Yes,High,85.3,8.83
STU10432,Male,24,EEE,1,72.1,1.1,3.4,0,No,No,Medium,59.1,7.03
STU10433,Female,22,BBA,4,93.7,1.1,9.9,0,No,No,High,50.7,5.75
STU10434,Female,21,CSE,2,83.2,1.4,1.0,2,Yes,Yes,Medium,70.8,6.84
STU10435,Female,17,EEE,3,73.4,4.0,2.9,0,No,No,Medium,69.4,7.3
STU10436,Female,24,ECE,2,75.0,3.0,1.9,7,No,Yes,Low,75.6,8.17
STU10437,Female,19,ME,1,73.3,3.1,3.4,2,Yes,No,High,72.0,7.15
STU10438,Male,22,ECE,1,70.0,2.1,3.3,10,No,Yes,Medium,80.8,8.05
STU10439,Male,19,ME,4,75.2,6.0,2.7,9,No,No,High,100.0,9.89
STU10440,Male,23,BBA,3,83.7,6.5,3.7,1,No,No,Medium,100.0,10.0
STU10441,Female,23,EEE,1,80.6,4.8,5.3,5,No,No,Medium,100.0,10.0
STU10442,Male,25,BBA,3,75.6,1.2,6.8,3,No,Yes,Medium,57.6,5.83
STU10443,Female,21,CE,3,95.0,2.8,3.4,10,Yes,No,Medium,100.0,10.0
STU10444,Female,24,BBA,3,59.9,4.7,4.0,10,No,No,Medium,95.9,10.0
STU10445,Male,24,BBA,3,83.1,3.4,4.9,3,Yes,Yes,Low,59.3,5.12
STU10446,Male,17,CE,3,78.6,4.9,1.5,1,Yes,No,Medium,80.4,7.14
STU10447,Female,21,ME,2,70.3,5.4,3.7,1,No,No,Medium,70.6,7.27
STU10448,Male,19,CE,4,83.6,6.4,3.0,10,No,Yes,Medium,100.0,9.95
STU10449,Female,17,EEE,3,77.8,2.5,5.9,5,Yes,Yes,Medium,93.3,8.46
STU10450,Female,20,BBA,2,92.5,3.6,7.5,4,No,No,Low,74.0,6.45
STU10451,Female,24,CE,1,88.7,2.8,2.4,8,Yes,No,Low,77.0,7.58
STU10452,Female,19,BBA,3,99.1,0.5,6.6,3,Yes,No,High,67.5,6.88
STU10453,Female,18,EEE,1,75.2,4.6,1.1,4,No,Yes,High,79.5,8.1
STU10454,Male,25,ECE,3,94.0,4.3,4.4,0,No,No,Medium,78.3,7.53
STU10455,Male,21,EEE,2,68.3,2.7,4.5,1,No,No,Low,70.0,6.72
STU10456,Female,23,CSE,2,78.9,1.1,1.0,2,No,Yes,Medium,53.4,5.09
STU10457,Female,18,CSE,2,75.3,2.9,2.3,4,Yes,No,Medium,79.4,8.19
STU10458,Male,25,CSE,4,86.0,4.6,2.1,4,Yes,Yes,Medium,82.1,7.45
STU10459,Male,25,BBA,1,85.8,5.5,1.4,3,Yes,Yes,Medium,99.2,9.93
STU10460,Female,20,ME,4,71.0,2.4,0.5,9,No,No,Low,77.2,8.23
STU10461,Male,20,ME,3,86.6,5.2,3.6,2,No,No,Medium,81.6,7.98
STU10462,Female,22,ME,1,76.2,4.4,3.8,8,Yes,No,Medium,85.8,8.66
STU10463,Male,22,BBA,2,71.8,4.1,3.8,0,Yes,Yes,High,71.5,7.36
STU10464,Female,17,EEE,1,79.9,1.6,5.5,5,No,No,Medium,62.5,5.92
STU10465,Male,25,ME,2,65.2,1.6,0.5,6,No,Yes,Medium,77.2,7.67
STU10466,Female,18,ECE,4,89.3,2.3,3.2,9,Yes,Yes,Medium,83.1,7.66
STU10467,Male,21,CSE,4,79.4,3.0,9.1,3,No,No,Medium,83.4,8.58
STU10468,Male,25,EEE,2,79.7,6.2,5.8,9,No,No,Low,100.0,10.0
STU10469,Female,20,CSE,2,79.1,2.5,5.8,2,No,Yes,Medium,86.0,9.18
STU10470,Male,19,ME,3,96.5,4.7,2.0,7,Yes,No,Low,94.7,9.91
STU10471,Female,23,EEE,4,95.2,2.8,3.6,8,No,No,Low,86.2,9.21
STU10472,Male,22,CE,4,93.5,4.2,0.5,0,Yes,Yes,Low,84.4,9.05
STU10473,Female,24,ECE,3,79.1,3.4,5.2,10,Yes,Yes,Low,76.2,7.26
STU10474,Male,19,ME,4,68.8,3.8,6.8,9,No,Yes,Low,86.9,8.93
STU10475,Female,21,ME,2,79.8,4.1,1.1,8,Yes,No,Medium,91.8,9.52
STU10476,Male,20,ECE,1,83.1,3.1,1.7,6,Yes,Yes,Low,89.9,8.68
STU10477,Female,20,ECE,1,88.1,4.1,3.9,0,No,Yes,Medium,85.6,9.18
STU10478,Male,20,CE,4,83.1,5.4,4.3,6,No,No,Medium,100.0,9.95
STU10479,Female,24,ME,3,69.7,2.4,2.9,4,No,No,Low,71.6,7.48
STU10480,Female,22,BBA,2,74.6,5.3,2.4,9,Yes,No,High,93.5,9.9
STU10481,Female,19,ME,1,73.7,3.1,2.4,6,No,No,Medium,82.7,8.48
STU10482,Male,21,CSE,2,85.4,2.9,3.9,8,No,No,High,85.5,9.46
STU10483,Female,22,EEE,4,85.6,4.5,5.2,7,No,No,Medium,80.2,9.23
STU10484,Male,21,EEE,4,86.9,3.0,3.9,5,No,Yes,Medium,83.7,8.38
STU10485,Female,22,CSE,1,83.0,4.0,3.7,1,Yes,Yes,High,71.3,7.61
STU10486,Male,24,EEE,4,59.4,3.8,0.5,7,No,No,Medium,83.1,9.49
STU10487,Female,23,ECE,3,62.7,0.5,5.7,3,No,No,Medium,58.7,5.56
STU10488,Male,21,EEE,4,78.6,4.1,3.9,7,Yes,No,Medium,100.0,8.61
STU10489,Male,22,EEE,4,81.0,1.3,3.1,6,No,Yes,High,81.9,8.67
STU10490,Female,20,CSE,4,92.5,1.5,4.5,3,Yes,No,Low,77.1,7.52
STU10491,Male,25,CE,2,80.8,4.0,2.3,7,No,No,Medium,97.9,9.19
STU10492,Male,20,EEE,2,70.2,4.3,3.2,10,Yes,No,Low,92.8,8.92
STU10493,Female,17,BBA,1,86.6,5.3,4.2,10,Yes,No,High,93.9,8.61
STU10494,Male,23,EEE,1,79.8,1.9,2.6,10,No,Yes,Medium,68.2,7.67
STU10495,Male,23,CE,1,76.0,2.4,0.7,1,No,No,High,73.5,8.08
STU10496,Male,20,CSE,4,63.9,4.2,0.5,8,Yes,Yes,High,94.2,9.31
STU10497,Female,19,CE,2,80.9,5.3,4.9,5,No,No,Medium,86.6,8.59
STU10498,Male,24,CSE,3,82.3,3.8,3.9,6,No,No,Medium,82.4,8.34
STU10499,Female,21,ECE,4,70.0,2.2,3.9,9,Yes,No,Medium,76.6,8.5
STU10500,Male,23,CSE,4,87.4,5.8,1.7,0,Yes,No,Medium,80.1,7.48
STU10501,Male,20,ECE,4,86.5,3.1,4.0,2,No,Yes,Medium,72.8,7.2
STU10502,Male,20,ECE,3,80.5,3.2,3.2,9,Yes,Yes,Low,92.8,9.9
STU10503,Female,24,CSE,1,80.1,1.3,2.8,4,No,Yes,Medium,79.0,7.73
STU10504,Male,24,BBA,3,89.5,4.6,3.8,6,No,No,High,92.7,8.85
STU10505,Male,18,ME,1,83.7,4.8,4.6,0,No,No,Low,90.9,9.17
STU10506,Female,18,CSE,3,73.0,2.4,7.5,8,Yes,Yes,Medium,100.0,9.11
STU10507,Male,19,EEE,2,78.0,6.1,5.1,4,No,No,Low,97.3,9.92
STU10508,Female,19,BBA,4,85.6,2.6,5.7,2,Yes,Yes,Medium,73.6,7.23
STU10509,Female,17,BBA,4,59.7,4.4,6.2,6,No,No,Low,67.3,7.05
STU10510,Male,19,EEE,4,70.7,3.8,2.5,9,Yes,No,Medium,96.0,9.25
STU10511,Female,22,ME,1,86.8,0.5,3.4,7,No,No,Low,74.4,7.67
STU10512,Male,24,BBA,3,92.1,4.3,2.2,9,Yes,Yes,Medium,98.6,9.97
STU10513,Female,22,ECE,2,90.2,4.2,2.6,9,Yes,No,Medium,95.3,8.94
STU10514,Female,21,ME,3,88.9,0.9,3.1,2,No,Yes,Medium,62.8,5.81
STU10515,Male,20,EEE,4,81.3,5.8,2.6,6,No,Yes,Medium,89.3,9.54
STU10516,Female,19,ME,2,69.7,4.2,4.4,6,No,No,High,93.4,9.82
STU10517,Female,20,CSE,2,78.0,5.4,4.9,3,Yes,No,Medium,66.9,5.82
STU10518,Female,23,ME,4,60.1,0.9,1.4,9,Yes,Yes,Low,78.1,7.59
STU10519,Female,17,ECE,3,93.0,2.9,3.4,8,No,No,Low,77.0,7.86
STU10520,Female,23,CSE,4,71.8,5.3,3.4,0,No,No,Low,91.1,9.38
STU10521,Male,17,CE,3,74.7,1.1,1.1,0,Yes,No,Medium,57.8,5.92
STU10522,Female,18,EEE,2,90.6,2.9,2.5,4,No,No,Medium,85.1,8.7
STU10523,Male,20,EEE,2,63.9,4.1,5.7,2,No,Yes,High,78.8,7.7
STU10524,Female,17,ME,4,68.1,0.7,5.7,9,No,Yes,Medium,84.7,8.56
STU10525,Male,25,BBA,2,82.7,1.5,0.7,8,Yes,No,Medium,94.8,8.99
STU10526,Male,22,CSE,1,85.2,5.6,4.9,4,No,Yes,Low,100.0,9.82
STU10527,Female,17,CE,2,79.3,3.6,1.1,6,Yes,No,Low,90.8,8.04
STU10528,Female,17,CSE,1,79.6,5.3,3.2,0,No,Yes,High,80.1,7.48
STU10529,Female,22,EEE,2,92.7,3.8,3.8,1,Yes,No,Low,83.4,7.9
STU10530,Male,20,CSE,4,86.4,7.2,5.5,10,No,No,High,100.0,9.58
STU10531,Female,20,CE,4,85.0,4.2,3.7,3,No,No,Low,80.9,8.45
STU10532,Male,22,BBA,1,87.8,5.4,2.0,8,Yes,No,High,100.0,9.21
STU10533,Male,23,ME,4,77.0,3.1,1.6,4,No,Yes,Medium,72.8,6.96
STU10534,Male,25,ECE,2,100.0,3.8,4.3,4,No,Yes,Medium,93.9,9.71
STU10535,Female,21,CSE,2,56.9,4.5,2.7,8,No,No,High,93.9,8.73
STU10536,Female,25,ECE,4,94.6,4.7,3.2,7,Yes,No,Medium,86.3,9.26
STU10537,Male,20,EEE,2,89.0,3.4,5.9,1,Yes,No,Low,79.5,8.04
STU10538,Male,18,ME,3,82.5,3.5,4.9,6,No,No,Low,84.4,8.78
STU10539,Female,19,ME,3,80.8,4.3,7.2,0,No,No,Low,78.7,7.4
STU10540,Male,17,CSE,2,78.4,4.3,2.0,9,No,No,Medium,89.6,8.58
STU10541,Female,22,BBA,4,91.0,2.0,2.6,10,Yes,Yes,High,98.7,9.8
STU10542,Male,22,ME,1,79.6,3.8,4.4,10,No,No,Low,89.7,9.38
STU10543,Female,17,CSE,4,72.7,4.0,7.6,8,Yes,Yes,High,100.0,10.0
STU10544,Male,19,CSE,1,89.0,2.0,2.4,2,No,No,High,73.0,7.5
STU10545,Female,21,ECE,4,95.8,4.9,4.1,1,Yes,No,Medium,83.3,8.22
STU10546,Male,19,ME,2,60.7,4.1,6.6,3,Yes,No,High,82.2,7.84
STU10547,Female,19,CSE,3,100.0,7.0,4.1,3,No,Yes,Medium,100.0,10.0
STU10548,Female,19,ECE,4,69.6,3.5,6.0,2,No,No,Medium,91.3,8.95
STU10549,Male,21,CE,1,70.4,5.2,7.9,1,Yes,Yes,Medium,85.8,7.81
STU10550,Male,21,ECE,3,67.6,4.3,4.6,4,Yes,Yes,Medium,68.2,6.34
STU10551,Female,20,ECE,1,80.0,6.4,4.9,3,No,Yes,Low,88.9,8.54
STU10552,Male,17,CSE,2,67.2,2.0,5.5,4,No,No,Low,77.9,7.62
STU10553,Female,21,EEE,3,68.4,2.8,2.2,7,Yes,Yes,Medium,80.3,7.99
STU10554,Male,21,EEE,1,73.1,2.1,1.0,10,No,Yes,Low,81.1,7.43
STU10555,Female,20,BBA,4,81.4,3.4,4.3,1,No,Yes,High,69.9,6.75
STU10556,Female,22,EEE,2,82.3,1.8,2.7,8,No,Yes,Medium,74.1,7.23
STU10557,Female,20,ECE,2,92.4,1.2,6.1,9,Yes,Yes,Medium,84.5,8.35
STU10558,Female,23,BBA,2,92.2,0.5,4.6,0,Yes,Yes,Low,55.6,5.17
STU10559,Female,23,CSE,4,90.2,0.5,6.1,7,No,No,Medium,85.3,9.77
STU10560,Female,18,ME,4,77.4,4.5,1.6,4,No,No,Medium,79.3,7.75
STU10561,Male,19,ECE,3,61.6,2.8,6.0,1,No,Yes,Low,57.9,5.49
STU10562,Male,17,ECE,4,61.4,1.6,0.5,7,No,No,High,74.1,6.86
STU10563,Male,24,BBA,3,90.2,2.5,1.8,4,Yes,Yes,Low,62.3,6.61
STU10564,Female,25,CSE,2,88.4,2.7,5.3,9,Yes,Yes,Medium,69.9,6.06
STU10565,Female,20,CE,3,73.8,2.1,3.0,9,Yes,No,Low,88.3,7.94
STU10566,Female,22,ECE,1,65.6,5.9,3.2,2,No,No,High,87.1,8.69
STU10567,Female,25,CE,2,69.5,5.6,4.2,6,No,No,Medium,77.2,7.95
STU10568,Male,22,CE,2,81.7,5.9,6.8,3,Yes,Yes,Medium,92.6,9.22
STU10569,Male,25,EEE,3,81.8,3.8,0.5,10,Yes,No,Medium,93.0,10.0
STU10570,Female,20,CSE,2,90.4,3.9,6.5,10,No,No,Medium,85.4,8.28
STU10571,Male,24,CE,4,75.5,2.5,6.6,9,No,No,Low,91.4,8.99
STU10572,Male,25,CSE,1,77.6,2.2,3.0,5,No,No,Medium,88.7,8.85
STU10573,Female,20,EEE,3,91.3,3.5,2.6,9,Yes,Yes,Low,100.0,10.0
STU10574,Male,21,CSE,3,58.7,4.5,3.8,7,No,Yes,Medium,90.9,9.03
STU10575,Female,24,ECE,2,83.2,5.3,2.6,0,Yes,No,Medium,83.3,8.24
STU10576,Male,22,CE,4,76.7,2.7,4.7,1,Yes,Yes,High,85.0,7.85
STU10577,Female,23,CSE,2,87.1,1.6,5.0,7,Yes,No,Low,81.4,8.48
STU10578,Female,19,ME,2,85.1,4.6,0.9,6,Yes,Yes,Low,89.3,9.42
STU10579,Female,23,CSE,3,73.0,0.8,2.2,9,No,No,High,71.4,6.9
STU10580,Female,24,CE,2,74.9,3.4,1.6,8,No,Yes,High,92.4,9.22
STU10581,Male,22,EEE,1,57.0,3.6,4.4,1,Yes,Yes,High,58.3,6.61
STU10582,Female,25,EEE,2,87.5,2.9,5.7,7,No,No,Medium,95.3,9.15
STU10583,Female,22,CE,2,82.4,1.2,1.9,5,Yes,Yes,Low,61.4,6.24
STU10584,Female,25,ECE,3,94.0,3.0,5.7,0,Yes,Yes,High,67.0,6.75
STU10585,Male,20,ECE,2,76.0,6.0,2.2,3,Yes,Yes,Low,93.7,10.0
STU10586,Female,24,EEE,4,89.1,4.4,5.4,1,Yes,No,Low,95.8,10.0
STU10587,Male,20,EEE,3,69.3,5.2,3.4,6,Yes,No,Low,89.7,9.37
STU10588,Female,18,CE,2,53.0,1.7,3.1,8,No,No,Medium,66.7,8.44
STU10589,Male,25,ECE,1,79.1,3.9,6.3,5,No,No,Low,93.9,9.4
STU10590,Male,21,EEE,1,74.3,3.6,7.6,3,No,Yes,Medium,75.3,5.3
STU10591,Female,20,ECE,3,69.5,3.7,0.5,4,Yes,Yes,Low,67.0,6.44
STU10592,Male,18,EEE,3,89.0,4.3,5.2,10,No,Yes,Low,100.0,9.77
STU10593,Female,17,CSE,2,92.1,3.7,4.4,0,No,No,Medium,75.1,8.29
